Speaker,Dialogue
andy,"Hey, hey -- I don't think you get the picture here. Your muscles have been getting electronic stimulation at the hospital, but it's not like actually being up and bearing weight."
storm,You're the one who doesn't get the picture. 
extreme closeup," Fury, frustration, despair --"
andy," grabs his arm and helps him back onto the couch. She exits the room and comes back momentarily with a bowl of rice and begins to try to feed him. Of course he takes the fork away and tries it himself, but by now his arms are so fatigued from the previous strain that they shake, his hand trembles and he misses his mouth -- getting the rice all down his beard. Spilling a little too much to ignore and at first it looks like he's going to explode. He looks up at Andy, who looks so sad.  Storm breaks out laughing and so does Andy. They howl together for a while and then settle down. Now Andy begins to ""help"" feed Storm."
andy, Mata Hari -- at your service.
storm,Just some herbs I need for my recovery.
andy,No problem. This is on my list for Safeway every day.
storm, That bad ... huh?
andy,I'll be in the other room.
widen shot," TO REVEAL Trent's office. Trent, Holland and several of Trent's security aides glued to the tube.  ESPOSITO  Storm gave me his word that he is innocent of all charges preferred against him in the press -- and that he has access to indisputable proof of this. Battling the atrophy caused by seven years of hospitalization, Storm is struggling even now to regain the strength that will enable him to come forward with this evidence. He has promised me and the K.A.B.C. audience a first look at his alleged proof. "
trent, I want 24-hour surveillance on this sonofabitch.
dunne,Where out of town is Andy?
martha,I don't know.  You need a warrant to walk in on someone like this. Get the hell out.
martha,Then I'll get out.
ford,"We'll ask you again, Martha:     Where is Miss Simpson?"
martha,I'm calling your superior officers to report this. I want both your names and shield numbers.
martha,Help?   Help me!
montage, WITH SCORE.
andy,That's enough! I don't care how many needles you stick in yourself or how much ginseng root you eat ... you have to sleep if you're going to recover.
storm,I slept for seven years?
andy,That's an order!
andy,Jesus -- what a patient!
andy,-- You can't  compare blood pressure readings now  with when you were in a coma. It's   not going to give a true measure  --
storm,What's this reading?     555 over four digits --
andy,That's crazy --
andy,It's Martha's chicken scratches. Even she can't read 'em.
storm,I'll tell you what it is.     It's a phone number.
andy, I'm. sorry ... maybe I have the wrong number. I'm looking for Kevin O'Malley.
old lady,O'Malley?   There's no O'Malley here.
andy,My name is Phyllis O'Connor. I'm with the pension board of the Los Angeles Police Department. We have a misplaced check here for Captain O'Malley ...
old lady,"A check?  Well, listen... there's a big turnover here, people are dying all the time, I never know who's in what bed. Can you leave me your number?"
andy," I'm sorry, we're not allowed to do that."
andy,"Mrs. Wade, I'll be honest with you -- I'm not from the police pension board. My name is Andrea Simpson, I'm a nurse from U.C.I. Medical Center."
andy,"You probably have no connection to this, and what I'm about to say "
andy,I can't do that.
andy,Can I phone you?
andy," This is my number, Mrs. O'Malley."
andy,Yes ... you're right.    I'm sorry.
andy,"Oh, I'm sorry ... I didn't mean to interrupt. I, ah, well, I was just passing by and ..."
storm, Thanks.
storm,Please.
storm,I'm sorry -- 
andy,"Mason, please  I love you."
storm,Don't say that!
andy,Why not?!
storm,Because I can't love you! Don't you see? It's seven years to anyone else. But it's only days for me.
storm,"How can I be with you ... how can I want you and take you, when --"
storm,"You seduced me. You came in here, looking that way, knowing just what the hell you were doing --"
andy," Yeah, I knew. What of it? I wanted you --"
storm,You have no right to want me!
andy,Then who does?!     I've risked my life for you --
storm,Who asked you to? Not me!
andy,You haven't stopped me!
