Speaker,Dialogue
blomkvist,I don't want to be indelicate. But Henrik promised me something when I agreed to do this. FRODE Wennerstrom. BLOMKVIST  I need to know what he has on him. Now. In case.
frode,In case he dies? That is indelicate. BLOMKVIST And I apologize.
frode,"I don't know what he has on him, if you're asking me. And he can't tell you in the condition he's in. So ... is that it then? Silence.   Blomkvist drinks.   Eventually -"
blomkvist,We also never discussed who I'd report to if something happened to him.
frode,"You'd report to me, but does it matter? We both know nothing's going to come of this. BLOMKVIST I'm not so sure."
blomkvist,I may have found something.
frode, What did you find? Now it's Blomkvist who studies Frode. He's not sure he wants to tell him. And even less so the longer he looks.
blomkvist,"The last time I reported something before I was sure of it, it cost me my savings."
frode,Yes.   Do you have one? BLOMKVIST I can find one.
frode,I know a good one. She did the background check on you.
blomkvist,The.
frode,"Do you think we'd hire anyone for something like this without doing one? Blomkvist's brain tries to quickly inventory his life, pausing at its darker recesses. Frode nods."
frode,"Yes, it was quite thorough. BLOMKVIST I want to read it. FRODE That I couldn't authorize. 77."
armansky,Would it really matter what her name is?
blomkvist,"It would if I wanted to speak to her, which I do. ARMANSKY Against policy. BLOMKVIST You sure?"
armansky,Just like your sources.   You understand. BLOMKVIST Let me give you a name then.
blomkvist,My sister. She's a lawyer.  There's information in here that could only have come from one place. I think you know what I mean.
