Speaker,Dialogue
louis,"Yes, I loved Yvette. As I loved Pointe Du Lac. And as with each thing I loved, I destroyed it."
lestat,Not always...
lestat,Your friend has no head for wine.
whore,She's stupid. I can warm that cold skin of yours better than she can.
lestat,Do you think so?
whore,Why you're warm now.
lestat,"Ah, but the price is pretty high. Your sweet friend - I exhausted her."
louis,I'm leaving you. I can't stand this any longer.
lestat,"What, no flowery speeches? About what a monster I am? What a vulgar fiend?"
louis,I'm not interested in you. You disgust me. I'm interested in my own nature and know I can't trust you to tell me the truth about me.
lestat,What do you imagine you are Louis?
louis,I don't pretend to know.
lestat,"Don't you understand, Louis, that you alone of all creatures can see death with impunity... you alone under the rising moon can strike like the hand of God."
louis,"Lestat, she's alive!!!"
lestat,"Vampires are killers. Predators, who's all seeing eyes were meant to give them detachment."
louis,"The girl, Lestat -"
lestat,I know. Let her alone.
lestat,You think you can be human. You think you can go back. But you can't. You live off the blood of rats now Louis. How human is that?
lestat,"Lie still, love..."
lestat,"You're tired love, you want to sleep."
louis,Why do you do this Lestat?
lestat,"I like to do it. I enjoy it. Take you aesthete's taste to purer things. Kill them swiftly if you will, but do it! For now doubt, you are a killer Louis. Ah!"
girl,"It's a coffin, a coffin! Get me out!"
lestat,"Of course it's a coffin. You're dead, love."
louis,Lestat - finish this -
lestat,You finish her - if you feel so much -
girl,"You won't let me die, will you? You'll save me?"
lestat,"But it's too late, love. Look at your wrist, you breast."
lestat,Unless I make her one of us...
louis,NO!!!
lestat,THEN YOU KILL HER!!!!!
louis,My God... to think you... are all I have to learn from...
lestat,"In the old world, they called it the dark gift, Louis. And I gave it to you."
man,Don't go that way Monsieur. It's the plague. Go back the way you came.
louis,The way I came...
claudia,"Mama, please wake up. Mama, I'm frightened, please wake up."
claudia,"Monsieur, please help us. Papa's waiting for us at the ship. Please wake mama, Monsieur."
lestat,"Ah, my philosopher, my martyr. ""Never take a human life"". Well you must admit it is funny. Or is it merely touching? I'm not sure."
lestat,"Let's make some party of it, shall we? Maybe there's some life in the old lady yet?"
lestat,"Come back, Louis, you are what you are. The plague would have got her within hours anyway. Merciful Death how you love your precious guilt."
lestat,All I need to find you Louis is follow the corpses of rats.
lestat,Pain is terrible for you. You feel it like no other creature because you are a vampire. You don't want it to go on.
louis,No...
lestat,Do what it is in your nature to do. And you will feel as you felt with that child in your arms.
louis,Oh God Lestat. I felt peace. I felt an end to the craving.
lestat,That and more.
lestat,"Evil is a point of view. God kills, indiscriminately, and so shall we. For no creatures under God are as we are, none so like him as ourselves."
louis,Is God merciless? Greedy and cruel?
lestat,"Ah, but we have even more in common with our creator. come, I am like a mother tonight. I want a child."
lestat,"She's here, your wounded one."
louis,What are you saying?
lestat,"You need company, Louis. More congenial than mine..."
louis,Lestat!
lestat,"You remember how you wanted her, the taste of her -"
louis,I didn't want to kill her.
lestat,"Don't worry, Louis, you're conscience is clear. You left her alive."
lestat,"Claudia, Claudia, listen to me. You're ill, my precious and I'm going to give you what you need to get well."
louis,"Lestat, what do you mean?"
lestat,That's it dear. More. You must drink it to get well.
lestat,"Stop, that's enough. No more."
claudia,I want more.
louis,What have you done?
claudia,More.
lestat,"Yes, cherie, of course you want more. And I'll show you how to get it. You drink from morals, my beauty, but from me? Never again."
maid,"Ah, quelle Belle enfant!"
lestat,"Gently, cherie. They are so innocent. They must not be made to suffer."
louis,You are the devil! You are the instrument of Satan!
lestat,"That's enough, cherie. Stop before the heart stops."
claudia,I want some more.
lestat,"It's bet in the beginning, lest the death takes you down with it. yes, that's it. My child. My beloved child."
claudia,Where is Mamma?
lestat,"Mamma's gone to Heaven, cherie, like that sweet lady over there. They all go to Heaven. And you did very well, cherie. Not a drop spilt. Very good! You're going to be our child now."
lestat,Your mama's left you with us. She wants you to be happy.
louis, You are the devil! You are the instrument of Satan!
lestat,Shhhh! Do you want to frighten our little daughter?
claudia,I'm not your daughter.
lestat,"Yes you are, my dearest. You are mine and Louis' daughter. You see Louis was going to leave us. He was going to go away. But now he's not. He's going to stay and make you happy."
claudia,Lou...eee...
louis,You fiend. You monster.
lestat,One happy family.
malloy,A child vampire!
louis,Shall we go on?
malloy,He did it to make you stay with him!
louis,"Perhaps. He knew me. He knew I would love her more than the waking world. But there was more to it than that. Perhaps in the end he did it - to show me that he could. For he lavished affection on her, there was no doubt about that. Life was very different with madame Claudia, as you can imagine..."
dressmaker,"Monsieur, I need more light. I shall go slind if you do not bring me a lamp, or let me fit this child during the day. Ouch!"
claudia,Let me kiss it better...
lestat,"Claudia, Claudia, will you never learn? Who will we get now to finish your dress? A little practicality, cherie..."
woman,"Why are you crying, child?"
woman,"Are you lost, my love?"
claudia,Mama...
woman,"Hush now, don't cry, We'll find her..."
claudia,Mama...
dollmaker,"They are expensive, my dear. Maybe too expensive for a young girl like you..."
louis' bedroom," Where his coffin sits. She slides the lid off, and curls in beside him."
lestat,"Claudia, Claudia! Didn't I tell you, never in the house!"
claudia,"September 21st, one hour after sunset. The sky is still violet, the way Louis loves and as always Lestat was gone when we rose."
louis,"How did you learn to write, Claudia?"
claudia,The way I learn everything. By watching you.
claudia,"But you never let me see you kill, Louis."
louis,Lestat taught you all you need to know about that.
claudia,"Infant death, he calls me. Sweet daughter death. You know what he calls you? Merciful death."
louis,He jests.
claudia,Why does he call you that?
louis,"Hush, Claudia don't talk about such things. Show me your book."
louis,Claudia! You did that?
claudia,Sit still. It's not finished -
youth,"You want to come inside, lovely?"
youth,Ever been kissed?
claudia,"She's like me, Louis. Small and yet not small at all. Like me."
claudia,"Another doll? I have ten, you realize."
lestat,"Well, I thought you could use another."
claudia,Why always on this night?
lestat,What night? What do you mean?
claudia,You always give me the doll on the same night of the year.
lestat,I didn't realize.
claudia,Is this my birthday?
lestat,Some of these are so old and tattered. You should throw them away.
claudia,I have. Or there would be twice as many.
lestat,But you're the fairest by far.
claudia,You dress me like a doll. You make my hair like a doll. Why?
claudia,You want me to be a doll forever?
louis,Claudia - don't -
claudia,Why not?
claudia,"Can't I change, like everybody else?"
claudia,Which of you did it? Which of you made me the way I am?
lestat,What you are? You would be something other than you are?
claudia,And if I cut my hair again?
lestat,It will grow back again!
claudia,But it wasn't always so! I had a mother once! And Louis - he had a wife! He was mortal the same as she! And so was I!
louis,Claudia -
claudia,"You made us what we are, didn't you?"
lestat,Stop her Louis!
claudia,DID YOU DO IT TO ME????
claudia, How did you do it?
lestat,And why should I tell you? It's in my power.
claudia,Why yours alone? Tell me how it was done!!!!
lestat,Be glad I made you what you are! You'd be dead not if I hadn't.
louis, We're immortal. You've always known that.
claudia,Tell me why... you've got to tell me...
louis,You see the old woman? That will never happen to you. You'll never grow old. You will never die.
claudia,"And it means something else too, doesn't it? I shall never, ever grow up."
claudia,"I hate him. But I cannot bear to lose you. You're the only companion I have, forever. You taught me everything I know. Please tell me Louis. Tell me how it came to be that I am this... thing..."
louis,Come... I've something to show you...
louis,"I heard you crying. You were there in a room with your mother. You were hugging her for warmth, crying pitifully as you had been for days. Because your mother was dead..."
louis,"I opened the shutters... I came into the room... I felt pity for you. Pity, but something else."
claudia,You... fed on me?
louis,"And he found me with you. I ran, sickened at what I'd done. Then he cut his wrist and fed you from him. I tried to stop him, but you were a vampire then. And have been every night hereafter."
claudia,You both did it?
louis,I took your life. He gave you another one.
claudia,And here it is. And I hate you both.
malloy,But why did you tell her?
louis,How could I not? She had to know.
malloy,And did you lose her? Did she go?
louis,"Where would she have gone? She was a child, and beautiful, heartbreaking merciless child. And I had made her that..."
louis,I walked all night. I walked as I walked years before when my mind swam with guilt at the thought of killing. I found myself at the Cathedral.
louis,I thought of all the things I had done and couldn't undo. And I longed for one second's peace...
louis,"I had no fear. If anything I longed for something to happen, for the stones to tremble as I entered the foyer."
louis,I almost genuflected from old habit. I almost prayed.
louis,And then it struck me.
louis,What if the statues gave an image to nothing? What if I was the supernatural in this cathedral? The only immortal under this roof. And I felt nothing but loneliness. Loneliness to the point of madness.
priest,You wish to go to confession? I was about to lock up the church.
priest,"You are troubled, aren't you? Can I help?"
louis,"It's too late, too late -"
preist,"No, it's never too late. Come..."
louis,"Bless me father for I have sinned so often and so long, I don't know how to change nor beg for forgiveness."
priest,"Son, God is infinite in his capacity to forgive. Tell him from your heart."
louis,"Murders, father, death after death. The woman who died two nights ago in Jackson Square, I killed her. And thousands of others before her. I have walked the streets of New Orleans like the Grim reaper. And fed on human life for my own. I am a vampire, father, and have turned the one I love most of all into on too -"
priest,Do you know the meaning of sacrilege?
louis,Then there is no mercy.
louis,You talk of sacrilege. Why if God exists does he suffer me to exist?
louis,Why does he suffer me to live?
claudia,Locked together in hatred -
claudia,But I can't hate you Louis.
claudia,Is this the aroma of a mortal child?
claudia,Louis. Lover.
claudia,I was mortal to you. You gave me your immortal kiss. You became my mother and my father. And so I'm yours. Forever.
claudia,"But now's the time to end it, Louis. Now's the time to leave him."
louis,He'll never let us go.
claudia,Oh... really?
lestat,What is it now? You irritate me! Your very presence irritates me!
claudia, Does it?
lestat,Yes. And I'll tell you something else! I've met someone who will make a better vampire than both of you.
claudia,Is that supposed to frighten me?
lestat,You're spoilt because you're an only child. You need a brother. Or I do. I'm weary of you both.
claudia,"I suppose we could people the world with vampires, the three of us."
lestat,Not you my dear.
claudia,You're a liar. But you upset my plans.
lestat,What plans?
claudia,"I came to make peace with you, even if you're the father of lies. I want things to be as they were."
lestat,Stop pestering me then!
claudia,"Oh, Lestat. I must do more than that. I've brought a present for you."
lestat,Then I hope its a beautiful woman with endowments you will never possess.
claudia,Better than that.
claudia,You haven't fed enough. I can tell by your color.
lestat,"Oh, Claudia, you've outdone yourself. Where did you find them?"
claudia,Drunk on brandy wine. A thimbleful. I thought of you when I saw them.
lestat,We forgive each other then?
lestat,Absinthe? You gave them absinthe?
claudia,No. Laudanum.
lestat,Laudanum!
claudia,"Yes. It killed them, unfortunately. But it keeps the blood warm."
lestat,"Ah Louis, Louis, she killed them... and let me drink..."
claudia,Don't Louis -
