Speaker,Dialogue
first cavalier,"May I reply? ARAMIS  By all means. FIRST CAVALIER Better to be a dog in the service of a great master, than a beef- witted moron so dazzled by the throne that he does not see the true nature of the foolish boy who wobbles atop it. Which is to say, that most muddy-brained of all men... a Musketeer. The Cavaliers have already pulled out their swords. Porthos and Aramis now reach for their own. Porthos deadpans: PORTHOS Maybe there's something  about us that just pisses people  off. At least I'd like to think  so. It's too bad we can only kill  them once."
porthos,"I've been called a lot of things in my time... ARAMIS  Porthos... PORTHOS But beef-witted is a little more than I can stand, not to mention unfair... ARAMIS Porthos... PORTHOS What? Aramis indicates the opposite shore as the flatboat approaches it. There, waiting patiently, swords and muskets already drawn... is a patrol of Cardinal's Guards."
aramis,Can you swim? PORTHOS  No.   My horse can. ARAMIS That'll do.
porthos,But...?
aramis,A nice relaxing boat ride... 
cut to:,100   EXT. DENSE FOREST - DAY                                         100
athos,Ride to Calais and stop the Cardinal's agent.
athos,"All right. I'll toss a coin. Tails I stay, heads you remain. Agreed?"
athos,"Go! Athos turns away, SHOOTS at another horseman.       D'Artagnan runs to his MOUNT, GALLOPS away."
milady,Welcome back.    Did you dream?
milady,D'Artagnan. I like that. I am the Countess de Winter. Milady. D'ARTAGNAN Countess?
milady,My husband's dead.
milady,I have learned to live with death.
milady,"What...? D'ARTAGNAN Important business. MILADY How mysterious. A handsome young man with 'important business' in the still of night. Does it involve a young lady? D'ARTAGNAN No. MILADY Does it require clothes? D'ARTAGNAN Yes.   I need my clothes. MILADY They won't be ready for at least an hour. D'ARTAGNAN An hour? MILADY I told the  innkeeper to bring them when they  are dry. Until then, I'm afraid  you are my prisoner. Would the  prisoner care for a drink?"
milady,"Good. Then we will sit by the fire, and eat and drink, and you may impress, perhaps even move me, with the story of how you came to lie unconscious, in the middle of the night, on the road to Calais.  I love a good adventure. D'Artagnan hesitates, then steps to her. CUT TO:"
richelieu," The wonderful thing about an imaginary opponent is that he is always greatly skilled, and always easily defeated. The pride of victory, without the risk of loss. If only life were like that."
rochefort,I told you not to worry about the Musketeers. They are dead by now.
richelieu,Buckingham's signature will be on the treaty by morning.
rochefort,"The King's birthday celebration...? RICHELIEU Will proceed as planned. Thanks to the kind intercession of Queen Anne. Rochefort steps closer, speaks quietly. ROCHEFORT And our plans...?"
richelieu," Will proceed as well. Richelieu pours two glasses of port, offers one to Rochefort. They turn, raise their glasses to the King's portrait. And drink. CUT TO:"
milady,What brings you here? D'ARTAGNAN I'd like to tell you. But I can't.
milady,'Important business.'
milady,"Of course.  But, d'Artagnan, if this spy was to find out you are here, your life could be in grave danger. D'ARTAGNAN A Musketeer is not afriad of danger. MILADY I'm dangerous. You're not afraid of me? Her tone heralds a sudden shift. D'Artagnan sees the look in her eyes, can almost feel her lips upon him. But he resists. There is Constance's memory to consider. And midnight as it approaches. D'ARTAGNAN You're not dangerous."
milady,Then what am I?
milady,"Beauty, danger. They are the same. And with that, she reaches up to her hair, an ivory comb..."
milady,You came to Calais to stop a spy from sailing to England.
milady,We'll take him with us. 
cut to:,114   EXT. INN - NIGHT                                             114
milady,"He is the brother of my late husband, Lord de Winter. He blames me for de Winter's death. He thinks I murdered him. D'ARTAGNAN Did you murder your husband, Milady? MILADY What do you think?"
milady,I know...
milady,"Well. If it's any consolation, you'll soon be joining them. Milady's return to form does not surprise. Parker shoves d'Artagnan toward the fog-enshrouded ship. A name can be made out on her barnacled hull. Persephone."
henri,"We are the Countess de Winter's party, arrived from Paris. Permission to come aboard."
henri,"Take us to your captain. The tall figure does not reply, nor does he move.        Henri demands: HENRI What are you, deaf? Henri goes to shake the man. He grabs his arm, and the man pitches forward, falling face first on the deck. Henri jumps back in alarm. Milady and the others react. BODYGUARD What is this? Milady's Bodyguards rush around the deck, confront the other silent silhouettes. They, like the tall figure... are dead. The limp bodies topple at their touch. The Bodyguards shout alarm and panic:"
bodyguards,Dead!   They're all dead!
aramis, You look like you've seen a ghost.
porthos,"Remind me to tell you the story of horses that could fly above raging waters. A heroic tale of love, death, and Musketeers. Suitable for the general public. Porthos wades into the Bodyguards, at play, shouting as he goes. PORTHOS All right then. All those who wish to die, raise your hands! Don't by shy, there's plenty to go around! D'Artagnan grabs a sword from the deck, turns to join the fray. And finds himself face to face with Parker, the Indo-Chinese bodyguard. Parker has two Oriental swords spinning in his hands. One knocks d'Artagnan's sword out of his hand. D'Artagnan does a back flip but falls on the slippery deck. As Parker is about to chop d'Artagnan's head off, his face grimaces as he is lifted on a sword OUT OF FRAME. In the mist Athos is revealed! ATHOS Sorry I'm late. Did I miss anything? D'Artagnan almost cries with happiness.       He leaps to his feet and embraces Athos. D'ARTAGNAN I thought you were dead."
athos,"Keep your mind on the mission, d'Artagnan."
athos,"First, always find your enemy's weakness. Second, take advantage of it. Watch me."
sailor,"That's our ship... The two Sailors pull out daggers, and bound up the gangplank."
cut to:,121   EXT. DECK OF PERSEPHONE - NIGHT                               121
both sailors,Porthos the Pirate!!
porthos,I told you I was famous. D'ARTAGNAN Porthos the Pirate?
porthos,"Privateer.   There's a difference. Every Musketeer is running from something or someone. D'Artagnan deadpans: D'ARTAGNAN I love a good sea story.     Do tell me sometime. Porthos reacts to d'Artagnan's jest. But before he can reply, the youth has bolted back to the fray."
athos,Did you find the Cardinal's spy?
athos,No.
athos,"How did you do it, Sabine? How did you come back from the dead?"
athos,I did not.
milady,"No, Count. You were too proud to listen to the truth. I learned the value of lies soon after."
