	Movie	Genre	Writer	Title	Path
193	Bounty Hunter, The	['Action', 'Comedy', 'Crime', 'Romance']	['Sarah Thorp']	Bounty_Hunter	../data/scraping/texts/Bounty_Hunter.txt
194	Bourne Identity, The	['Action', 'Thriller', 'Mystery', 'Drama', 'Adventure']	['Tony Gilroy', 'Robert Ludlum']	Bourne_Identity	../data/scraping/texts/Bourne_Identity.txt
195	Bourne Supremacy, The	['Adventure', 'Mystery', 'Thriller', 'Action', 'Drama']	['Tony Gilroy', 'Brian Helgeland', 'Robert Ludlum']	Bourne_Supremacy	../data/scraping/texts/Bourne_Supremacy.txt
196	Bourne Ultimatum, The	['Action', 'Adventure', 'Mystery', 'Thriller']	['Tony Gilroy', 'Scott Z. Burns', 'George Nolfi']	Bourne_Ultimatum	../data/scraping/texts/Bourne_Ultimatum.txt
197	Box, The	['Drama', 'Mystery', 'Sci-Fi']	['Richard Kelly', 'Richard Matheson']	Box	../data/scraping/texts/Box.txt
198	Boxtrolls, The	['Animation', 'Adventure', 'Comedy']	['Irena Brignull', 'Adam Pava']	Boxtrolls	../data/scraping/texts/Boxtrolls.txt
199	Boyhood	['Drama']	['Richard Linklater']	Boyhood	../data/scraping/texts/Boyhood.txt
200	Braveheart	['Drama', 'War', 'Action']	['Randall Wallace']	Braveheart	../data/scraping/texts/Braveheart.txt
201	Brazil	['Comedy', 'Fantasy', 'Sci-Fi']	['Terry Gilliam', 'Charles McKeown']	Brazil	../data/scraping/texts/Brazil.txt
202	Break	['Drama']	['Oliver Stone']	Break	../data/scraping/texts/Break.txt
203	Breakdown	['Action', 'Thriller']	['Jonathan Mostow']	Breakdown	../data/scraping/texts/Breakdown.txt
204	Breakfast Club, The	['Comedy', 'Drama']	['John Hughes']	Breakfast_Club	../data/scraping/texts/Breakfast_Club.txt
205	Breaking Away	['Comedy', 'Drama']	['Steve Tesich']	Breaking_Away	../data/scraping/texts/Breaking_Away.txt
206	Brick	['Drama', 'Mystery']	['Rian Johnson']	Brick	../data/scraping/texts/Brick.txt
207	Bridesmaids	['Comedy']	['Annie Mumolo']	Bridesmaids	../data/scraping/texts/Bridesmaids.txt
208	Bringing Out the Dead	['Drama']	['Paul Schrader']	Bringing_Out_the_Dead	../data/scraping/texts/Bringing_Out_the_Dead.txt
209	Broadcast News	['Comedy', 'Drama', 'Romance']	['James L. Brooks']	Broadcast_News	../data/scraping/texts/Broadcast_News.txt
210	Broken Arrow	['Action', 'Adventure', 'Thriller']	['Graham Yost']	Broken_Arrow	../data/scraping/texts/Broken_Arrow.txt
211	Broken Embraces	['Drama', 'Romance', 'Thriller']	['Pedro Almodovar']	Broken_Embraces	../data/scraping/texts/Broken_Embraces.txt
212	Brothers Bloom, The	['Adventure', 'Comedy', 'Crime', 'Drama', 'Romance']	['Rian Johnson']	Brothers_Bloom	../data/scraping/texts/Brothers_Bloom.txt
213	Bruce Almighty	['Comedy', 'Fantasy', 'Romance']	"['Steve Koren', ""Mark O'Keefe"", 'Steve Oedekerk']"	Bruce_Almighty	../data/scraping/texts/Bruce_Almighty.txt
214	Buffy the Vampire Slayer	['Action', 'Comedy', 'Horror']	['Joss Whedon']	Buffy_the_Vampire_Slayer	../data/scraping/texts/Buffy_the_Vampire_Slayer.txt
215	Bull Durham	['Comedy', 'Drama', 'Romance']	['Ron Shelton']	Bull_Durham	../data/scraping/texts/Bull_Durham.txt
216	Buried	['Drama', 'Mystery', 'Thriller']	['Chris Sparling']	Buried	../data/scraping/texts/Buried.txt
217	Burlesque	['Drama', 'Musical', 'Romance']	['Steven Antin']	Burlesque	../data/scraping/texts/Burlesque.txt
218	Burn After Reading	['Comedy', 'Crime']	['Joel Coen', 'Ethan Coen']	Burn_After_Reading	../data/scraping/texts/Burn_After_Reading.txt
219	Burning Annie	['Comedy', 'Drama', 'Romance']	['Zack Ordynans']	Burning_Annie	../data/scraping/texts/Burning_Annie.txt
220	Butterfly Effect, The	['Drama', 'Thriller', 'Fantasy']	['J. Mackye Gruber', 'Eric Bress']	Butterfly_Effect	../data/scraping/texts/Butterfly_Effect.txt
221	Cable Guy	['Comedy', 'Drama', 'Thriller']	['Lou Holtz Jr.', 'Judd Apatow']	Cable_Guy	../data/scraping/texts/Cable_Guy.txt
222	Candle to Water	['Drama']	['Nick Green']	Candle_to_Water	../data/scraping/texts/Candle_to_Water.txt
223	Capote	['Crime', 'Drama']	['Dan Futterman']	Capote	../data/scraping/texts/Capote.txt
224	Carrie	['Horror', 'Thriller']	['Lawrence D. Cohen', 'Stephen King']	Carrie	../data/scraping/texts/Carrie.txt
225	Cars 2	['Animation', 'Action', 'Adventure']	['Ben Queen']	Cars_2	../data/scraping/texts/Cars_2.txt
226	Case 39	['Horror', 'Mystery', 'Thriller']	['Ray Wright']	Case_39	../data/scraping/texts/Case_39.txt
227	Casino	['Crime']	['Nicholas Pileggi', 'Martin Scorsese']	Casino	../data/scraping/texts/Casino.txt
228	Cast Away	['Adventure', 'Drama']	['William Broyles Jr.']	Cast_Away	../data/scraping/texts/Cast_Away.txt
229	Catch Me If You Can	['Crime', 'Drama']	['Jeff Nathanson']	Catch_Me_If_You_Can	../data/scraping/texts/Catch_Me_If_You_Can.txt
230	Catwoman	['Action', 'Crime']	['Daniel Waters']	Catwoman	../data/scraping/texts/Catwoman.txt
231	Cecil B. Demented	['Comedy', 'Crime', 'Thriller']	['John Waters']	Cecil_B	../data/scraping/texts/Cecil_B.txt
232	Cedar Rapids	['Comedy']	['Phil Johnston']	Cedar_Rapids	../data/scraping/texts/Cedar_Rapids.txt
233	Cell, The	['Horror', 'Sci-Fi', 'Thriller']	['Mark Protosevich']	Cell	../data/scraping/texts/Cell.txt
234	Cellular	['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']	['Larry Cohen', 'Chris Morgan', 'J. Mackye Gruber', 'Eric Bress']	Cellular	../data/scraping/texts/Cellular.txt
235	Change-Up, The	['Comedy']	['Jon Lucas', 'Scott Moore']	Change-Up	../data/scraping/texts/Change-Up.txt
236	Changeling	['Crime', 'Drama', 'Mystery']	['J Michael Straczynski']	Changeling	../data/scraping/texts/Changeling.txt
237	Chaos	['Action', 'Crime', 'Drama', 'Thriller']	['Tony Giglio']	Chaos	../data/scraping/texts/Chaos.txt
238	Charade	['Comedy', 'Mystery', 'Romance', 'Thriller']	['Peter Stone']	Charade	../data/scraping/texts/Charade.txt
239	Charlie's Angels	['Action', 'Comedy']	['Ed Solomon', 'John August', 'Zak Penn']	Charlie's_Angels	../data/scraping/texts/Charlie's_Angels.txt
240	Chasing Amy	['Comedy', 'Romance']	['Kevin Smith']	Chasing_Amy	../data/scraping/texts/Chasing_Amy.txt
241	Chasing Sleep	['Horror', 'Thriller']	['Michael Walker']	Chasing_Sleep	../data/scraping/texts/Chasing_Sleep.txt
242	Cherry Falls	['Horror', 'Thriller', 'Comedy', 'Mystery']	['Ken Selden']	Cherry_Falls	../data/scraping/texts/Cherry_Falls.txt
243	Chinatown	['Crime', 'Mystery', 'Thriller']	['Robert Towne']	Chinatown	../data/scraping/texts/Chinatown.txt
244	Christ Complex	['Comedy', 'Fantasy']	['Jeffrey Scott Richards']	Christ_Complex	../data/scraping/texts/Christ_Complex.txt
245	Chronicle	['Drama', 'Sci-Fi', 'Thriller']	['Max Landis', 'Josh Trank']	Chronicle	../data/scraping/texts/Chronicle.txt
246	Chronicles of Narnia: The Lion, the Witch and the Wardrobe	['Action', 'Adventure', 'Drama', 'Family', 'Fantasy']	['C.S. Lewis', 'Ann Peacock']	Chronicles_of_Narnia:_The_Lion	../data/scraping/texts/Chronicles_of_Narnia:_The_Lion.txt
247	Cider House Rules, The	['Drama', 'Romance']	['John Irving']	Cider_House_Rules	../data/scraping/texts/Cider_House_Rules.txt
248	Cincinnati Kid, The	['Drama']	['Ring Lardner Jr', 'Terry Southern', 'Richard Jessup']	Cincinnati_Kid	../data/scraping/texts/Cincinnati_Kid.txt
249	Cinema Paradiso	['Drama', 'Romance']	['Giuseppe Tornatore']	Cinema_Paradiso	../data/scraping/texts/Cinema_Paradiso.txt
250	Cirque du Freak: The Vampire's Assistant	['Action', 'Adventure', 'Fantasy', 'Thriller']	['Brian Helgeland']	Cirque_du_Freak:_The_Vampire's_Assistant	../data/scraping/texts/Cirque_du_Freak:_The_Vampire's_Assistant.txt
251	Citizen Kane	['Drama', 'Mystery']	['Herman J. Mankiewicz', 'Orson Welles']	Citizen_Kane	../data/scraping/texts/Citizen_Kane.txt
252	City of Joy	['Drama']	['Gerald Brach', 'Roland Joffe']	City_of_Joy	../data/scraping/texts/City_of_Joy.txt
253	Clash of the Titans	['Action', 'Adventure', 'Drama', 'Fantasy']	['John Glenn', 'Travis Wright']	Clash_of_the_Titans	../data/scraping/texts/Clash_of_the_Titans.txt
254	Clerks	['Comedy', 'Drama']	['Kevin Smith']	Clerks	../data/scraping/texts/Clerks.txt
255	Cliffhanger	['Action', 'Adventure', 'Thriller']	['Michael France']	Cliffhanger	../data/scraping/texts/Cliffhanger.txt
256	Clueless	['Comedy', 'Romance']	['Amy Heckerling']	Clueless	../data/scraping/texts/Clueless.txt
257	Cobb	['Drama']	['Ron Shelton']	Cobb	../data/scraping/texts/Cobb.txt
258	Coco	['Animation', 'Adventure', 'Comedy']	['Lee Unkrich', 'Jason Katz', 'Matthew Aldrich', 'Adrian Molina']	Coco	../data/scraping/texts/Coco.txt
259	Code of Silence	['Action', 'Drama']	['Michael Butler', 'Dennis Shryack', 'Mike Gray', 'John Mason']	Code_of_Silence	../data/scraping/texts/Code_of_Silence.txt
260	Cold Mountain	['Drama', 'War', 'Romance']	['Charles Frazier', 'Anthony Minghella']	Cold_Mountain	../data/scraping/texts/Cold_Mountain.txt
261	Collateral	['Action', 'Crime', 'Thriller']	['Stuart Beattie', 'Frank Darabont', 'Michael Mann']	Collateral	../data/scraping/texts/Collateral.txt
262	Collateral Damage	['Action', 'Thriller']	['Ronald Roose']	Collateral_Damage	../data/scraping/texts/Collateral_Damage.txt
263	Colombiana	['Action', 'Crime', 'Drama']	['Robert Mark Kamen', 'Luc Besson']	Colombiana	../data/scraping/texts/Colombiana.txt
264	Color of Night	['Mystery', 'Romance', 'Thriller']	['Billy Ray', 'Matthew Chapman']	Color_of_Night	../data/scraping/texts/Color_of_Night.txt
265	Commando	['Action', 'Thriller']	['Richard Tuggle']	Commando	../data/scraping/texts/Commando.txt
266	Conan the Barbarian	['Action', 'Adventure', 'Fantasy']	['Thomas Dean Donnelly', 'Joshua Oppenheimer']	Conan_the_Barbarian	../data/scraping/texts/Conan_the_Barbarian.txt
267	Confessions of a Dangerous Mind	['Crime', 'Drama']	['Charlie Kaufman']	Confessions_of_a_Dangerous_Mind	../data/scraping/texts/Confessions_of_a_Dangerous_Mind.txt
268	Confidence	['Crime', 'Drama']	['Doug Jung']	Confidence	../data/scraping/texts/Confidence.txt
269	Constantine	['Action', 'Thriller', 'Fantasy', 'Drama', 'Horror']	['Jamie Delano', 'Garth Ennis']	Constantine	../data/scraping/texts/Constantine.txt
270	Cooler, The	['Drama', 'Romance', 'Comedy']	['Frank Hannah', 'Wayne Kramer']	Cooler	../data/scraping/texts/Cooler.txt
271	Copycat	['Crime', 'Horror', 'Mystery', 'Thriller']	['Frank Pierson', 'Ann Biderman', 'Jay Presson Allen']	Copycat	../data/scraping/texts/Copycat.txt
272	Coraline	['Animation', 'Adventure', 'Family', 'Fantasy']	['Henry Selick', 'Neil Gaiman']	Coraline	../data/scraping/texts/Coraline.txt
273	Coriolanus	['Drama', 'Thriller', 'War']	['John Logan', 'William Shakespeare']	Coriolanus	../data/scraping/texts/Coriolanus.txt
274	Cradle 2 the Grave	['Action', 'Comedy', 'Crime', 'Drama', 'Thriller']	"[""John O'Brian"", 'Channing Gibson']"	Cradle_2_the_Grave	../data/scraping/texts/Cradle_2_the_Grave.txt
275	Crank	['Action', 'Crime', 'Drama', 'Thriller']	['Mark Neveldine', 'Brian Taylor']	Crank	../data/scraping/texts/Crank.txt
276	Crash	['Drama', 'Thriller', 'Romance']	['J.G. Ballard', 'David Cronenberg']	Crash	../data/scraping/texts/Crash.txt
277	Crazy, Stupid, Love	['Comedy', 'Drama', 'Romance']	['Dan Fogelman']	Crazy	../data/scraping/texts/Crazy.txt
278	Crazylove	['Drama', 'Romance']	['Carol Watson']	Crazylove	../data/scraping/texts/Crazylove.txt
279	Creation	['Drama']	['John Collee']	Creation	../data/scraping/texts/Creation.txt
280	Crime Spree	['Crime', 'Comedy']	['Brad Mirman']	Crime_Spree	../data/scraping/texts/Crime_Spree.txt
281	Croods, The	['Animation', 'Adventure', 'Comedy']	['Kirk DeMicco', 'Chris Sanders']	Croods	../data/scraping/texts/Croods.txt
282	Crouching Tiger, Hidden Dragon	['Action', 'Adventure', 'Drama', 'Fantasy', 'Romance']	['Wang Hui Ling', 'James Schamus', 'Tsai Kuo Jung']	Crouching_Tiger	../data/scraping/texts/Crouching_Tiger.txt
283	Croupier	['Crime', 'Drama']	['Paul Mayersberg']	Croupier	../data/scraping/texts/Croupier.txt
284	Crow Salvation, The	['Action', 'Drama', 'Crime', 'Horror', 'Thriller']	['Chip Johannessen']	Crow_Salvation	../data/scraping/texts/Crow_Salvation.txt
285	Crow, The	['Action', 'Drama', 'Horror', 'Fantasy', 'Romance', 'Thriller']	['David Schow']	Crow	../data/scraping/texts/Crow.txt
286	Crow: City of Angels, The	['Action', 'Fantasy', 'Thriller', 'Crime']	"['David S Goyer', ""James O'Barr""]"	Crow:_City_of_Angels	../data/scraping/texts/Crow:_City_of_Angels.txt
287	Cruel Intentions	['Drama', 'Romance']	['Roger Kumble']	Cruel_Intentions	../data/scraping/texts/Cruel_Intentions.txt
288	Crying Game	['Action', 'Drama', 'Romance']	['Neil Jordan']	Crying_Game	../data/scraping/texts/Crying_Game.txt
289	Cube	['Thriller', 'Sci-Fi', 'Horror', 'Mystery']	['Andr� Bijelic', 'Vincenzo Natali', 'Graeme Manson']	Cube	../data/scraping/texts/Cube.txt
290	Curious Case of Benjamin Button, The	['Drama', 'Fantasy', 'Mystery', 'Romance']	['Eric Roth']	Curious_Case_of_Benjamin_Button	../data/scraping/texts/Curious_Case_of_Benjamin_Button.txt
291	Custody	['Comedy']	['Eric Stuyvesant']	Custody	../data/scraping/texts/Custody.txt
292	Dallas Buyers Club	['Drama']	['Craig Borten', 'Melisa Wallack']	Dallas_Buyers_Club	../data/scraping/texts/Dallas_Buyers_Club.txt
293	Damned United, The	['Drama']	['Peter Morgan', 'David Peace']	Damned_United	../data/scraping/texts/Damned_United.txt
294	Dances with Wolves	['Adventure', 'Drama', 'Western']	['Michael Blake']	Dances_with_Wolves	../data/scraping/texts/Dances_with_Wolves.txt
295	Dark City	['Mystery', 'Sci-Fi', 'Thriller']	['Alex Proyas']	Dark_City	../data/scraping/texts/Dark_City.txt
296	Dark Knight Rises, The	['Action', 'Crime', 'Thriller']	['Jonathan Nolan', 'Christopher Nolan']	Dark_Knight_Rises	../data/scraping/texts/Dark_Knight_Rises.txt
297	Dark Star	['Comedy', 'Sci-Fi', 'Thriller']	"['John Carpenter', ""Dan O'Bannon""]"	Dark_Star	../data/scraping/texts/Dark_Star.txt
298	Darkman	['Action', 'Crime', 'Sci-Fi', 'Thriller']	['Joshua Goldin', 'Daniel Goldin', 'Sam Raimi', 'Ivan Raimi', 'Chuck Pfarrer']	Darkman	../data/scraping/texts/Darkman.txt
299	Date Night	['Comedy', 'Crime', 'Romance']	['Josh Klausner']	Date_Night	../data/scraping/texts/Date_Night.txt
300	Dave Barry's Complete Guide to Guys	['Comedy']	['Jeff Arch', 'Dave Barry']	Dave_Barry's_Complete_Guide_to_Guys	../data/scraping/texts/Dave_Barry's_Complete_Guide_to_Guys.txt
301	Dawn of the Dead	['Action', 'Horror', 'Drama']	['George A. Romero']	Dawn_of_the_Dead	../data/scraping/texts/Dawn_of_the_Dead.txt
302	Day of the Dead	['Horror', 'Drama', 'Sci-Fi', 'Thriller']	['George A. Romero']	Day_of_the_Dead	../data/scraping/texts/Day_of_the_Dead.txt
303	Day the Clown Cried, The	['Drama']	['Charles Denton', 'Jerry Lewis']	Day_the_Clown_Cried	../data/scraping/texts/Day_the_Clown_Cried.txt
304	Day the Earth Stood Still, The	['Drama', 'Sci-Fi', 'Thriller']	['Edmund H. North']	Day_the_Earth_Stood_Still	../data/scraping/texts/Day_the_Earth_Stood_Still.txt
305	Days of Heaven	['Drama']	['Terrance Malick']	Days_of_Heaven	../data/scraping/texts/Days_of_Heaven.txt
306	Dead Poets Society	['Drama']	['Tom Schulman']	Dead_Poets_Society	../data/scraping/texts/Dead_Poets_Society.txt
307	Deadpool	['Action', 'Adventure', 'Comedy']	['Rhett Reese', 'Paul Wernick']	Deadpool	../data/scraping/texts/Deadpool.txt
308	Dear White People	['Comedy', 'Drama']	['Justin Simien']	Dear_White_People	../data/scraping/texts/Dear_White_People.txt
309	Death at a Funeral	['Comedy']	['Chris Rock', 'Aeysha Carr']	Death_at_a_Funeral	../data/scraping/texts/Death_at_a_Funeral.txt
310	Death to Smoochy	['Comedy', 'Crime']	['Marty Kaplan']	Death_to_Smoochy	../data/scraping/texts/Death_to_Smoochy.txt
311	Debt, The	['Action', 'Drama', 'Thriller']	['Matthew Vaughn', 'Jane Goldman', 'Peter Straughan']	Debt	../data/scraping/texts/Debt.txt
312	Deception	['Crime', 'Drama', 'Mystery', 'Romance', 'Thriller']	['Mark Bomback', 'Patrick Marber']	Deception	../data/scraping/texts/Deception.txt
313	Deep Cover	['Action', 'Crime', 'Thriller']	['Michael Tolkin', 'Henry Bean']	Deep_Cover	../data/scraping/texts/Deep_Cover.txt
314	Deep Rising	['Action', 'Horror', 'Thriller']	['Steven Sommers', 'Robert Mark Kamen']	Deep_Rising	../data/scraping/texts/Deep_Rising.txt
315	Deer Hunter, The	['Drama', 'War']	['Deric Washburn']	Deer_Hunter	../data/scraping/texts/Deer_Hunter.txt
316	Defiance	['Action', 'Drama', 'Thriller', 'War']	['Clayton Frohman', 'Edward Zwick']	Defiance	../data/scraping/texts/Defiance.txt
317	Departed, The	['Crime', 'Drama', 'Thriller']	['William Monahan']	Departed	../data/scraping/texts/Departed.txt
318	Descendants, The	['Comedy', 'Drama']	['Alexander Payne', 'Nat Faxon', 'Jim Rash']	Descendants	../data/scraping/texts/Descendants.txt
319	Despicable Me 2	['Animation', 'Adventure', 'Comedy']	['Cinco Paul', 'Ken Daurio']	Despicable_Me_2	../data/scraping/texts/Despicable_Me_2.txt
320	Detroit Rock City	['Adventure', 'Comedy', 'Musical']	['Carl V Dupre']	Detroit_Rock_City	../data/scraping/texts/Detroit_Rock_City.txt
321	Devil in a Blue Dress	['Crime', 'Mystery', 'Thriller']	['Carl Franklin', 'Walter Mosley']	Devil_in_a_Blue_Dress	../data/scraping/texts/Devil_in_a_Blue_Dress.txt
322	Devil Wears Prada, The	['Comedy', 'Drama']	['Aline Brosh McKenna', 'Lauren Weisberger']	Devil_Wears_Prada	../data/scraping/texts/Devil_Wears_Prada.txt
323	Devil's Advocate	['Drama', 'Horror', 'Thriller']	['Andrew Neiderman', 'Jonathan Lemkin']	Devil's_Advocate	../data/scraping/texts/Devil's_Advocate.txt
324	Die Hard	['Action', 'Thriller']	['Jeb Stuart', 'Steven E. De Souza']	Die_Hard	../data/scraping/texts/Die_Hard.txt
325	Die Hard 2	['Action', 'Thriller']	['Doug Richardson', 'Steven E. de Souza']	Die_Hard_2	../data/scraping/texts/Die_Hard_2.txt
326	Diner	['Comedy', 'Drama']	['Barry Levinson']	Diner	../data/scraping/texts/Diner.txt
327	Distinguished Gentleman, The	['Comedy']	['Adam Resnick']	Distinguished_Gentleman	../data/scraping/texts/Distinguished_Gentleman.txt
328	Disturbia	['Thriller']	['Christopher Landon', 'Carl Ellsworth']	Disturbia	../data/scraping/texts/Disturbia.txt
329	Django Unchained	['Adventure', 'Drama', 'Western']	['Quentin Tarantino']	Django_Unchained	../data/scraping/texts/Django_Unchained.txt
330	Do The Right Thing	['Comedy', 'Drama']	['Spike Lee']	Do_The_Right_Thing	../data/scraping/texts/Do_The_Right_Thing.txt
331	Dog Day Afternoon	['Comedy', 'Drama', 'Thriller']	['Frank Pierson']	Dog_Day_Afternoon	../data/scraping/texts/Dog_Day_Afternoon.txt
332	Dogma	['Comedy', 'Fantasy', 'Adventure']	['Kevin Smith']	Dogma	../data/scraping/texts/Dogma.txt
333	Donnie Brasco	['Crime', 'Drama', 'Thriller']	['Paul Attanasio']	Donnie_Brasco	../data/scraping/texts/Donnie_Brasco.txt
334	Doors, The	['Biography', 'Drama', 'Music']	['Randall Jahnson', 'Oliver Stone']	Doors	../data/scraping/texts/Doors.txt
335	Double Indemnity	['Crime', 'Film-Noir', 'Drama']	['James M. Cain', 'Billy Wilder', 'Raymond Chandler']	Double_Indemnity	../data/scraping/texts/Double_Indemnity.txt
336	Drag Me to Hell	['Horror', 'Thriller']	['Ivan Raimi', 'Sam Raimi']	Drag_Me_to_Hell	../data/scraping/texts/Drag_Me_to_Hell.txt
337	Dragonslayer	['Action', 'Adventure', 'Fantasy']	['Hal Barwood', 'Matthew Robbins']	Dragonslayer	../data/scraping/texts/Dragonslayer.txt
338	Drive	['Action', 'Crime', 'Drama']	['Hossein Amini', 'James Sallis']	Drive	../data/scraping/texts/Drive.txt
339	Drive Angry	['Action', 'Crime', 'Fantasy']	['Todd Farmer', 'Patrick Lussier']	Drive_Angry	../data/scraping/texts/Drive_Angry.txt
340	Drop Dead Gorgeous	['Comedy']	['Lona Williams']	Drop_Dead_Gorgeous	../data/scraping/texts/Drop_Dead_Gorgeous.txt
341	Dry White Season, A	['Drama', 'Thriller']	['Euzhan Palcy']	Dry_White_Season	../data/scraping/texts/Dry_White_Season.txt
342	Duck Soup	['Comedy', 'Family', 'Musical']	['Bert Kelmer', 'Harry Ruby', 'Grover Jones']	Duck_Soup	../data/scraping/texts/Duck_Soup.txt
343	Dumb and Dumber	['Adventure', 'Comedy']	['Peter Farrelly', 'Bobby Farrelly', ' Bennett Yellin']	Dumb_and_Dumber	../data/scraping/texts/Dumb_and_Dumber.txt
344	Dune	['Action', 'Adventure', 'Sci-Fi', 'Fantasy']	['David Lynch', 'Frank Herbert']	Dune	../data/scraping/texts/Dune.txt
345	E.T.	['Family', 'Sci-Fi', 'Adventure', 'Fantasy']	['Melissa Mathison']	E	../data/scraping/texts/E.txt
346	Eagle Eye	['Action', 'Mystery', 'Thriller']	['John Glenn', 'Travis Wright']	Eagle_Eye	../data/scraping/texts/Eagle_Eye.txt
347	Eastern Promises	['Crime', 'Drama', 'Mystery', 'Thriller']	['Steven Knight']	Eastern_Promises	../data/scraping/texts/Eastern_Promises.txt
348	Easy A	['Comedy', 'Romance']	['Bert V. Royal']	Easy_A	../data/scraping/texts/Easy_A.txt
349	Ed TV	['Comedy']	['Emile Gaudreault', 'Sylvie Bochard']	Ed_TV	../data/scraping/texts/Ed_TV.txt
350	Ed Wood	['Comedy', 'Drama']	['Scott Alexander', 'Larry Karaszewski', 'Tim Burton']	Ed_Wood	../data/scraping/texts/Ed_Wood.txt
351	Edward Scissorhands	['Drama', 'Fantasy', 'Romance']	['Tim Burton', 'Caroline Thompson']	Edward_Scissorhands	../data/scraping/texts/Edward_Scissorhands.txt
352	Eight Legged Freaks	['Action', 'Comedy', 'Horror', 'Sci-Fi']	['Jesse Alexander', ' Ellory Elkayem']	Eight_Legged_Freaks	../data/scraping/texts/Eight_Legged_Freaks.txt
353	El Mariachi	['Action', 'Thriller', 'Crime', 'Western']	['Robert Rodriguez']	El_Mariachi	../data/scraping/texts/El_Mariachi.txt
354	Election	['Comedy']	['Alexander Payne', 'Jim Taylor']	Election	../data/scraping/texts/Election.txt
355	Elephant Man, The	['Drama']	['Christopher De Vore', 'Eric Bergren', 'David Lynch']	Elephant_Man	../data/scraping/texts/Elephant_Man.txt
356	Elizabeth: The Golden Age	['Drama']	['William Nicholson', 'Michael Hirst']	Elizabeth:_The_Golden_Age	../data/scraping/texts/Elizabeth:_The_Golden_Age.txt
357	Enemy of the State	['Drama', 'Action', 'Thriller']	['David Marconi']	Enemy_of_the_State	../data/scraping/texts/Enemy_of_the_State.txt
358	English Patient, The	['Drama', 'Romance']	['Anthony Minghella']	English_Patient	../data/scraping/texts/English_Patient.txt
359	Enough	['Drama', 'Thriller']	['Nicholas Kazan']	Enough	../data/scraping/texts/Enough.txt
360	Entrapment	['Action', 'Comedy', 'Crime', 'Thriller']	['Ronald Bass', 'Michael Herzberg']	Entrapment	../data/scraping/texts/Entrapment.txt
361	Erik the Viking	['Fantasy']	['Terry Jones']	Erik_the_Viking	../data/scraping/texts/Erik_the_Viking.txt
362	Erin Brockovich	['Comedy', 'Drama']	['Susannah Grant']	Erin_Brockovich	../data/scraping/texts/Erin_Brockovich.txt
363	Escape From L.A.	['Action', 'Adventure', 'Sci-Fi', 'Thriller']	['John Carpenter', 'Debra Hill', 'Kurt Russell']	Escape_From_L	../data/scraping/texts/Escape_From_L.txt
364	Escape From New York	['Action', 'Adventure', 'Sci-Fi', 'Thriller']	['John Carpenter', 'Nick Castle']	Escape_From_New_York	../data/scraping/texts/Escape_From_New_York.txt
365	Eternal Sunshine of the Spotless Mind	['Drama', 'Romance', 'Sci-Fi']	['Charlie Kaufman', 'Michel Gondry', 'Pierre Bismuth']	Eternal_Sunshine_of_the_Spotless_Mind	../data/scraping/texts/Eternal_Sunshine_of_the_Spotless_Mind.txt
366	Even Cowgirls Get the Blues	['Comedy', 'Romance', 'Drama']	['Tom Robbins', 'Gus Van Sant']	Even_Cowgirls_Get_the_Blues	../data/scraping/texts/Even_Cowgirls_Get_the_Blues.txt
367	Event Horizon	['Horror', 'Sci-Fi', 'Thriller']	['Philip Eisner']	Event_Horizon	../data/scraping/texts/Event_Horizon.txt
368	Evil Dead	['Horror', 'Fantasy', 'Comedy']	['Sam Raimi']	Evil_Dead	../data/scraping/texts/Evil_Dead.txt
369	Evil Dead II: Dead by Dawn	['Horror', 'Fantasy', 'Comedy', 'Action']	['Sam Raimi', 'Scott Spiegel']	Evil_Dead_II:_Dead_by_Dawn	../data/scraping/texts/Evil_Dead_II:_Dead_by_Dawn.txt
370	Ex Machina	['Drama', 'Mystery', 'Sci-Fi']	['Alex Garland']	Ex_Machina	../data/scraping/texts/Ex_Machina.txt
371	Excalibur	['Adventure', 'Drama', 'Fantasy']	['Rospo Pallenberg', 'John Boorman']	Excalibur	../data/scraping/texts/Excalibur.txt
372	eXistenZ	['Adventure', 'Sci-Fi', 'Thriller']	['David Cronenberg']	eXistenZ	../data/scraping/texts/eXistenZ.txt
373	Extract	['Comedy', 'Crime', 'Romance']	['Mike Judge']	Extract	../data/scraping/texts/Extract.txt
374	Fabulous Baker Boys, The	['Drama', 'Romance']	['Steven Kloves']	Fabulous_Baker_Boys	../data/scraping/texts/Fabulous_Baker_Boys.txt
375	Face Off	['Action', 'Crime', 'Drama', 'Thriller']	['Mike Werb', 'Michael Colleary']	Face_Off	../data/scraping/texts/Face_Off.txt
376	Fair Game	['Action', 'Drama', 'Thriller']	['Jez Butterworth', 'John-Henry Butterworth']	Fair_Game	../data/scraping/texts/Fair_Game.txt
377	Family Man, The	['Comedy', 'Romance']	['David Diamond', 'David Weissman']	Family_Man	../data/scraping/texts/Family_Man.txt
378	Fantastic Four	['Action', 'Adventure', 'Fantasy', 'Sci-Fi']	['Mark Frost', 'Michael France']	Fantastic_Four	../data/scraping/texts/Fantastic_Four.txt
379	Fantastic Mr Fox	['Animation', 'Adventure', 'Comedy', 'Family']	['Roald Dahl', 'Wes Anderson', 'Noah Baumbach']	Fantastic_Mr_Fox	../data/scraping/texts/Fantastic_Mr_Fox.txt
