Speaker,Gender,Movie
schlee,female,Taking Sides
the officer,male,Taking Sides
attendant,male,Taking Sides
boy,male,Taking Sides
projectionist,female,Taking Sides
taking sides,female,Taking Sides
vernay,female,Taking Sides
french aide,male,Taking Sides
nsfn,male,Taking of Pelham One Two Three
blue,male,Taking of Pelham One Two Three
ricci,male,Taking of Pelham One Two Three
james' voice,male,Taking of Pelham One Two Three
old liad,male,Taking of Pelham One Two Three
housewife,male,Taking of Pelham One Two Three
jaies' voice,male,Taking of Pelham One Two Three
maid,female,Taking of Pelham One Two Three
driver,male,Taking of Pelham One Two Three
wider angle,female,Taking of Pelham One Two Three
nakabashi,female,Taking of Pelham One Two Three
motorman,male,Taking of Pelham One Two Three
borough commmider,male,Taking of Pelham One Two Three
pimp,male,Taking of Pelham One Two Three
pmiotorman,male,Taking of Pelham One Two Three
cont inued,female,Taking of Pelham One Two Three
i pimp,male,Taking of Pelham One Two Three
plumber,male,Taking of Pelham One Two Three
brown,male,Taking of Pelham One Two Three
reaction shots,male,Taking of Pelham One Two Three
hooker,male,Taking of Pelham One Two Three
blue's voice,male,Taking of Pelham One Two Three
wino lady,female,Taking of Pelham One Two Three
question,male,Taking of Pelham One Two Three
towerman,male,Taking of Pelham One Two Three
daniels,male,Taking of Pelham One Two Three
reverse shot,male,Taking of Pelham One Two Three
wnetworth,male,Taking of Pelham One Two Three
president,male,Taking of Pelham One Two Three
hippie,female,Taking of Pelham One Two Three
delivery boy,male,Taking of Pelham One Two Three
m marino,male,Taking of Pelham One Two Three
prescctt,female,Taking of Pelham One Two Three
commissioner,male,Taking of Pelham One Two Three
old ilxn,female,Taking of Pelham One Two Three
controller,male,Taking of Pelham One Two Three
into tunnel,male,Taking of Pelham One Two Three
they sp,male,Taking of Pelham One Two Three
correll,male,Taking of Pelham One Two Three
trainmaster,female,Taking of Pelham One Two Three
stop is,male,Taking of Pelham One Two Three
jaiies,female,Taking of Pelham One Two Three
hookep,male,Taking of Pelham One Two Three
nurse,male,Taking of Pelham One Two Three
bank chairman,female,Taking of Pelham One Two Three
went worth,male,Taking of Pelham One Two Three
caz,male,Taking of Pelham One Two Three
mis kowsky,female,Taking of Pelham One Two Three
doctor,male,Taking of Pelham One Two Three
passenger,male,Taking of Pelham One Two Three
vendor,male,Taking of Pelham One Two Three
first japanese,female,Taking of Pelham One Two Three
officer,female,Taking of Pelham One Two Three
marino,male,Taking of Pelham One Two Three
another angle,female,Taking of Pelham One Two Three
caz' voice,female,Taking of Pelham One Two Three
woman,female,Taking of Pelham One Two Three
emcee's voice,female,Taking of Pelham One Two Three
mother,female,Taking of Pelham One Two Three
miskowsky,male,Taking of Pelham One Two Three
niskowsky,male,Taking of Pelham One Two Three
submachine guns,female,Taking of Pelham One Two Three
relief man,male,Taking of Pelham One Two Three
pres cott,male,Taking of Pelham One Two Three
hooked,male,Taking of Pelham One Two Three
nurse's voice,male,Taking of Pelham One Two Three
fag,male,Taking of Pelham One Two Three
man,male,Taking of Pelham One Two Three
old man,male,Taking of Pelham One Two Three
matson,male,Taking of Pelham One Two Three
passengers,male,Taking of Pelham One Two Three
correll's voice,male,Taking of Pelham One Two Three
third japanese,female,Taking of Pelham One Two Three
co rrell,female,Taking of Pelham One Two Three
dispatcher,male,Taking of Pelham One Two Three
secretary,male,Taking of Pelham One Two Three
wentworth's pov,male,Taking of Pelham One Two Three
green's pov,male,Taking of Pelham One Two Three
lieutenant,male,Taking of Pelham One Two Three
green,male,Taking of Pelham One Two Three
garber,female,Taking of Pelham One Two Three
i wentworth,male,Taking of Pelham One Two Three
in,female,Taking of Pelham One Two Three
brown's voice,male,Taking of Pelham One Two Three
hooxer,male,Taking of Pelham One Two Three
borough commander,male,Taking of Pelham One Two Three
model,male,Taking of Pelham One Two Three
old woman,female,Taking of Pelham One Two Three
wentwcrth,female,Taking of Pelham One Two Three
chairman,female,Taking of Pelham One Two Three
salesman,male,Taking of Pelham One Two Three
radio,male,Taking of Pelham One Two Three
wentworth,male,Taking of Pelham One Two Three
workerr,male,Taking of Pelham One Two Three
overhead shot,male,Taking of Pelham One Two Three
continued,male,Taking of Pelham One Two Three
green's voice,male,Taking of Pelham One Two Three
f prescott,female,Taking of Pelham One Two Three
signora buffi,female,Talented Mr
roverini,female,Talented Mr
herbert greenleaf,male,Talented Mr
boyfriend,male,Talented Mr
chauffeur,male,Talented Mr
driver,male,Talented Mr
clerk,female,Talented Mr
receptionist,male,Talented Mr
policeman,male,Talented Mr
emily greenleaf,female,Talented Mr
verrecchia,male,Talented Mr
maccarron,male,Talented Mr
caretaker,female,Talented Mr
gucci assistant,male,Talented Mr
written by,female,Tall in the Saddle
pap,male,Tall in the Saddle
stage agent,male,Tall in the Saddle
voice,female,Tall in the Saddle
clerk,female,Tall in the Saddle
singer's voice,female,Tall in the Saddle
cap's voice,male,Tall in the Saddle
tala's voice,female,Tall in the Saddle
mexican,female,Tall in the Saddle
story by,female,Tall in the Saddle
rocklin's voice,male,Tall in the Saddle
tala,female,Tall in the Saddle
miss martin,female,Tall in the Saddle
pap fossler,male,Tall in the Saddle
ad libs,male,Tall in the Saddle
stableman,male,Tall in the Saddle
customer,male,Tall in the Saddle
saddler,female,Tall in the Saddle
station agent,male,Tall in the Saddle
mum,female,Tamara Drewe
posh hippy,male,Tamara Drewe
interviewer,male,Tamara Drewe
vintner,male,Tamara Drewe
publicist,female,Tamara Drewe
lucetta,female,Tamara Drewe
minder,female,Tamara Drewe
army geek,female,Tamara Drewe
concession girl,female,Taxi Driver
palantine,female,Taxi Driver
personnel officer,female,Taxi Driver
young passenger,female,Taxi Driver
policeman,male,Taxi Driver
slow down,female,Taxi Driver
professional passenger,male,Taxi Driver
female voice,female,Taxi Driver
taxi driver,male,Taxi Driver
hippie hooker,male,Taxi Driver
happy anniversary,male,Taxi Driver
assistant,male,Taxi Driver
old man,male,Taxi Driver
fourth cabbie,female,Taxi Driver
man's voice,male,Taxi Driver
ted danson,male,Ted
crowd,female,Ted
john's dad,male,Ted
asian man,male,Ted
newscaster,male,Ted
other driver,male,Ted
flash,male,Ted
waitress,female,Ted
crazy guy,male,Ted
greenbaum,male,Ted
john's mom,female,Ted
southern newscaster,male,Ted
counterman,female,Terminator
breen,female,Terminator
silberman,male,Terminator
sentry,female,Terminator
second punk,male,Terminator
traxler,male,Terminator
manager,male,Terminator
sister,female,Terminator
weightlifter,male,Terminator
vukovich,male,Terminator
woman,female,Terminator
bartender,male,Terminator
tv anchorwoman,female,Terminator
partner,male,Terminator
customer four,male,Terminator
waitress,female,Terminator
first cop,female,Terminator
attendant,male,Terminator
customer,male,Terminator
boy,male,Terminator
customer three,male,Terminator
reporter,female,Terminator
assistant,male,Terminator
little girl,female,Terminator
rider,male,Terminator
leader,female,Terminator
customer two,male,Terminator
derelict,female,Terminator
girl,female,Terminator 2  Judgement Day
terminator,male,Terminator 2  Judgement Day
night nurse,female,Terminator 2  Judgement Day
silberman,male,Terminator 2  Judgement Day
moshier,male,Terminator 2  Judgement Day
bike cop,male,Terminator 2  Judgement Day
first girl,female,Terminator 2  Judgement Day
tarissa,female,Terminator 2  Judgement Day
first kid,male,Terminator 2  Judgement Day
driver,male,Terminator 2  Judgement Day
voice,female,Terminator 2  Judgement Day
salceda,female,Terminator 2  Judgement Day
woman,female,Terminator 2  Judgement Day
second kid,male,Terminator 2  Judgement Day
cigar biker,male,Terminator 2  Judgement Day
video silberman,male,Terminator 2  Judgement Day
video sarah,female,Terminator 2  Judgement Day
mossberg,female,Terminator 2  Judgement Day
weathersby,female,Terminator 2  Judgement Day
gibbons,male,Terminator 2  Judgement Day
first jock,male,Terminator 2  Judgement Day
leader,female,Terminator 2  Judgement Day
window woman,female,Terminator 2  Judgement Day
trucker,male,Terminator 2  Judgement Day
team leader,female,Terminator Salvation
93.,male,Terminator Salvation
22.,male,Terminator Salvation
13.,male,Terminator Salvation
38.,male,Terminator Salvation
23.,male,Terminator Salvation
64.,male,Terminator Salvation
14.,male,Terminator Salvation
40.,male,Terminator Salvation
110.,male,Terminator Salvation
109.,male,Terminator Salvation
cow,female,Terminator Salvation
naval officer,female,Terminator Salvation
priest,male,Terminator Salvation
82.,male,Terminator Salvation
63.,male,Terminator Salvation
105.,male,Terminator Salvation
68.,male,Terminator Salvation
17.,male,Terminator Salvation
61.,male,Terminator Salvation
51.,male,Terminator Salvation
88.,male,Terminator Salvation
99.,male,Terminator Salvation
45.,male,Terminator Salvation
71.,male,Terminator Salvation
33.,male,Terminator Salvation
53.,male,Terminator Salvation
3.,male,Terminator Salvation
physicist,male,Terminator Salvation
girl,female,Terminator Salvation
67.,male,Terminator Salvation
95.,male,Terminator Salvation
pig,female,Terminator Salvation
pilot,male,Terminator Salvation
4.,male,Terminator Salvation
37.,male,Terminator Salvation
62.,male,Terminator Salvation
113.,male,Terminator Salvation
72.,male,Terminator Salvation
102.,male,Terminator Salvation
44.,male,Terminator Salvation
84.,male,Terminator Salvation
15.,male,Terminator Salvation
26.,male,Terminator Salvation
48.,male,Terminator Salvation
75.,male,Terminator Salvation
kid,male,Terminator Salvation
41.,male,Terminator Salvation
43.,male,Terminator Salvation
106.,male,Terminator Salvation
5.,male,Terminator Salvation
19.,male,Terminator Salvation
55.,male,Terminator Salvation
42.,male,Terminator Salvation
46.,male,Terminator Salvation
87.,male,Terminator Salvation
16.,male,Terminator Salvation
70.,male,Terminator Salvation
85.,male,Terminator Salvation
39.,male,Terminator Salvation
11.,male,Terminator Salvation
73.,male,Terminator Salvation
60.,male,Terminator Salvation
77.,male,Terminator Salvation
100.,male,Terminator Salvation
94.,male,Terminator Salvation
18.,male,Terminator Salvation
doctor,male,Terminator Salvation
34.,male,Terminator Salvation
104.,male,Terminator Salvation
69.,male,Terminator Salvation
58.,male,Terminator Salvation
7.,male,Terminator Salvation
24.,male,Terminator Salvation
31.,male,Terminator Salvation
59.,male,Terminator Salvation
10.,male,Terminator Salvation
21.,male,Terminator Salvation
28.,male,Terminator Salvation
52.,male,Terminator Salvation
12.,male,Terminator Salvation
108.,male,Terminator Salvation
36.,male,Terminator Salvation
101.,male,Terminator Salvation
74.,male,Terminator Salvation
57.,male,Terminator Salvation
boy,male,Terminator Salvation
6.,male,Terminator Salvation
91.,male,Terminator Salvation
27.,male,Terminator Salvation
76.,male,Terminator Salvation
103.,male,Terminator Salvation
50.,male,Terminator Salvation
47.,male,Terminator Salvation
79.,male,Terminator Salvation
engineer,male,Terminator Salvation
20.,male,Terminator Salvation
114.,male,Terminator Salvation
54.,male,Terminator Salvation
80.,male,Terminator Salvation
89.,male,Terminator Salvation
81.,male,Terminator Salvation
2.,male,Terminator Salvation
78.,male,Terminator Salvation
112.,male,Terminator Salvation
32.,male,Terminator Salvation
97.,male,Terminator Salvation
90.,male,Terminator Salvation
83.,male,Terminator Salvation
56.,male,Terminator Salvation
86.,male,Terminator Salvation
35.,male,Terminator Salvation
98.,male,Terminator Salvation
30.,male,Terminator Salvation
radio voice,female,Terminator Salvation
66.,male,Terminator Salvation
bull,male,Terminator Salvation
aide,female,Terminator Salvation
the patio,male,The Rage  Carrie 2
stark,male,The Rage  Carrie 2
rachel asleep,female,The Rage  Carrie 2
nurse,male,The Rage  Carrie 2
cut to,female,The Rage  Carrie 2
perfume,female,The Rage  Carrie 2
from above,female,The Rage  Carrie 2
school's roof,female,The Rage  Carrie 2
doctor,male,The Rage  Carrie 2
smoking girl,female,The Rage  Carrie 2
a hallway,female,The Rage  Carrie 2
gunshots,female,The Rage  Carrie 2
his hand,male,The Rage  Carrie 2
a stairwell,female,The Rage  Carrie 2
hel,male,The Rage  Carrie 2
saleswoman,female,The Rage  Carrie 2
vet,male,The Rage  Carrie 2
ck,female,The Rage  Carrie 2
the hall,female,The Rage  Carrie 2
bulldogs,female,The Rage  Carrie 2
close on,male,The Rage  Carrie 2
library matron,male,The Rage  Carrie 2
i jesse,male,The Rage  Carrie 2
as assign,male,The Rage  Carrie 2
principal,male,The Rage  Carrie 2
on jess,female,The Rage  Carrie 2
policeman,male,The Rage  Carrie 2
twisted shadows,male,The Rage  Carrie 2
sue barbara,female,The Rage  Carrie 2
a den,male,The Rage  Carrie 2
jos,male,The Rage  Carrie 2
t mark,male,The Rage  Carrie 2
her hand,male,The Rage  Carrie 2
ra,female,The Rage  Carrie 2
rachel's hands,female,The Rage  Carrie 2
teacher,female,The Rage  Carrie 2
english teacher,male,The Rage  Carrie 2
princi pal,male,The Rage  Carrie 2
a hand,female,The Rage  Carrie 2
headlights,male,The Rage  Carrie 2
a closet,female,The Rage  Carrie 2
the kitchen,male,The Rage  Carrie 2
her bedroom,male,The Rage  Carrie 2
kelton,male,The Rage  Carrie 2
living room,male,The Rage  Carrie 2
the hallway,male,The Rage  Carrie 2
her face,male,The Rage  Carrie 2
black,male,The Rage  Carrie 2
bartenler,male,The Rage  Carrie 2
the office,male,The Rage  Carrie 2
her room,male,The Rage  Carrie 2
a knife,female,The Rage  Carrie 2
hospital hallway,female,The Rage  Carrie 2
senior doctor,male,Theory of Everything
guest 3,male,Theory of Everything
khalatnikov,male,Theory of Everything
phillipa,female,Theory of Everything
bedder,female,Theory of Everything
guest 5,male,Theory of Everything
kip thorne,male,Theory of Everything
technician,male,Theory of Everything
sciama,female,Theory of Everything
char 1,female,Theory of Everything
john taylor,male,Theory of Everything
swiss doctor,male,Theory of Everything
guest 4,male,Theory of Everything
guest 2,male,Theory of Everything
penrose,male,Theory of Everything
guest 1,male,Theory of Everything
female fan,female,Theory of Everything
barman,male,Theory of Everything
english doctor,male,Theory of Everything
shooting script,male,Theory of Everything
roger penrose,male,Theory of Everything
frank hawking,male,Theory of Everything
girl,female,There s Something About Mary
dom's wife,female,There s Something About Mary
mary's mom,female,There s Something About Mary
healy,female,There s Something About Mary
hitchhiker,male,There s Something About Mary
psychiatrist,male,There s Something About Mary
mary's dad,male,There s Something About Mary
garbled voice,female,There s Something About Mary
police officer,female,There s Something About Mary
boyfriend,male,There s Something About Mary
lady,female,There s Something About Mary
renise,female,There s Something About Mary
homeless man,male,There s Something About Mary
detective franek,male,There s Something About Mary
brett favre,male,There s Something About Mary
paramedic,female,There s Something About Mary
man,male,There s Something About Mary
joannie,female,There s Something About Mary
detective cavallo,male,There s Something About Mary
macready,female,Thing
chess voice,male,Thing
childs,male,Thing
bennings,male,Thing
nauls,female,Thing
sanchez,male,Thing
fuchs,male,Thing
voice,female,Thing
man's voice,male,Thing
crowd,female,Thirteen Days
romanian delegate,female,Thirteen Days
admiral anderson,male,Thirteen Days
duty sergeant,male,Thirteen Days
ball,female,Thirteen Days
major anderson,male,Thirteen Days
dryfoos,male,Thirteen Days
translator,male,Thirteen Days
chief sonarman,male,Thirteen Days
chilean delegate,female,Thirteen Days
salinger,male,Thirteen Days
police officer,female,Thirteen Days
fomin,male,Thirteen Days
lemay,female,Thirteen Days
dobrynin,male,Thirteen Days
sorensen,male,Thirteen Days
wilhemy,male,Thirteen Days
young pilot,female,Thirteen Days
kids,male,Thirteen Days
lundahl,female,Thirteen Days
various operators,female,Thirteen Days
general sweeney,male,Thirteen Days
captain,male,Thirteen Days
gromyko,female,Thirteen Days
general taylor,male,Thirteen Days
group,female,Thirteen Days
the woman,female,Thirteen Days
ecker,male,Thirteen Days
assistant,male,Thirteen Days
general carter,male,Thirteen Days
limo driver,male,Thirteen Days
111.,male,This Boy s Life
116.,male,This Boy s Life
93.,male,This Boy s Life
22.,male,This Boy s Life
13.,male,This Boy s Life
38.,male,This Boy s Life
23.,male,This Boy s Life
64.,male,This Boy s Life
14.,male,This Boy s Life
103a.,male,This Boy s Life
40.,male,This Boy s Life
110.,male,This Boy s Life
26a.,male,This Boy s Life
109.,male,This Boy s Life
25.,male,This Boy s Life
82.,male,This Boy s Life
63.,male,This Boy s Life
105.,male,This Boy s Life
68.,male,This Boy s Life
17.,male,This Boy s Life
61.,male,This Boy s Life
51.,male,This Boy s Life
99.,male,This Boy s Life
45.,male,This Boy s Life
71.,male,This Boy s Life
96.,male,This Boy s Life
33.,male,This Boy s Life
53.,male,This Boy s Life
3.,male,This Boy s Life
67.,male,This Boy s Life
95.,male,This Boy s Life
37.,male,This Boy s Life
113.,male,This Boy s Life
72.,male,This Boy s Life
102.,male,This Boy s Life
44.,male,This Boy s Life
84.,male,This Boy s Life
15.,male,This Boy s Life
26.,male,This Boy s Life
115.,male,This Boy s Life
48.,male,This Boy s Life
75.,male,This Boy s Life
41.,male,This Boy s Life
43.,male,This Boy s Life
106.,male,This Boy s Life
5.,male,This Boy s Life
19.,male,This Boy s Life
55.,male,This Boy s Life
42.,male,This Boy s Life
92.,male,This Boy s Life
46.,male,This Boy s Life
87.,male,This Boy s Life
16.,male,This Boy s Life
70.,male,This Boy s Life
85.,male,This Boy s Life
39.,male,This Boy s Life
11.,male,This Boy s Life
65.,male,This Boy s Life
73.,male,This Boy s Life
60.,male,This Boy s Life
77.,male,This Boy s Life
100.,male,This Boy s Life
94.,male,This Boy s Life
18.,male,This Boy s Life
34.,male,This Boy s Life
104.,male,This Boy s Life
69.,male,This Boy s Life
58.,male,This Boy s Life
29.,male,This Boy s Life
24.,male,This Boy s Life
31.,male,This Boy s Life
59.,male,This Boy s Life
10.,male,This Boy s Life
21.,male,This Boy s Life
28.,male,This Boy s Life
52.,male,This Boy s Life
12.,male,This Boy s Life
36.,male,This Boy s Life
101.,male,This Boy s Life
119.,male,This Boy s Life
74.,male,This Boy s Life
57.,male,This Boy s Life
6.,male,This Boy s Life
91.,male,This Boy s Life
27.,male,This Boy s Life
76.,male,This Boy s Life
103.,male,This Boy s Life
50.,male,This Boy s Life
47.,male,This Boy s Life
79.,male,This Boy s Life
20.,male,This Boy s Life
114.,male,This Boy s Life
118.,male,This Boy s Life
54.,male,This Boy s Life
80.,male,This Boy s Life
81.,male,This Boy s Life
2.,male,This Boy s Life
78.,male,This Boy s Life
arch,male,This Boy s Life
112.,male,This Boy s Life
32.,male,This Boy s Life
117.,male,This Boy s Life
for educational,female,This Boy s Life
97.,male,This Boy s Life
83.,male,This Boy s Life
56.,male,This Boy s Life
86.,male,This Boy s Life
120.,male,This Boy s Life
35.,male,This Boy s Life
98.,male,This Boy s Life
49.,male,This Boy s Life
30.,male,This Boy s Life
66.,male,This Boy s Life
nurse,male,Thor
townie pete,male,Thor
mjolnir,male,Thor
jotun,male,Thor
einherjar guard,male,Thor
sitwell,male,Thor
jotun sentry,female,Thor
shield agent,male,Thor
understanding something,male,Thor
thor's pov,male,Thor
the destroyer,male,Thor
eager townie,female,Thor
orderly,male,Thor
odin allfather,male,Thor
agent garrett,male,Thor
agent delancey,male,Thor
admissions nurse,male,Thor
lokis,female,Thor
agent cale,male,Thor
thor's fist,male,Thor
asgardian citizens,female,Thor Ragnarok
valkyrie,female,Thor Ragnarok
crowd,female,Thor Ragnarok
banner,male,Thor Ragnarok
skurge,female,Thor Ragnarok
strange,female,Thor Ragnarok
grandmaster,male,Thor Ragnarok
asgardian woman,female,Thor Ragnarok
hela,female,Thor Ragnarok
hogun,female,Thor Ragnarok
cousin carlo,male,Thor Ragnarok
scrapper,female,Thor Ragnarok
lead scrapper,female,Thor Ragnarok
topaz,female,Thor Ragnarok
stan lee,male,Thor Ragnarok
actor loki,male,Thor Ragnarok
loki,male,Thor Ragnarok
actor odin,male,Thor Ragnarok
heimdall,female,Thor Ragnarok
asgardian man,male,Thor Ragnarok
actor sif,female,Thor Ragnarok
korg,female,Thor Ragnarok
surtur,male,Thor Ragnarok
volstagg,male,Thor Ragnarok
actor thor,male,Thor Ragnarok
hulk,female,Thor Ragnarok
lokie,female,Thor Ragnarok
iraqi mother,female,Three Kings
general horn,male,Three Kings
sargeant,male,Three Kings
bill smithson,male,Three Kings
shiite woman,female,Three Kings
child,female,Three Kings
mp,female,Three Kings
general pye,male,Three Kings
private,female,Three Kings
imam,male,Three Kings
havichon,female,Three Kings
interrogator,male,Three Kings
shiite,female,Three Kings
friendly iraqi,female,Three Kings
tough iraqi,female,Three Kings
shiite cleric,female,Three Kings
iraqi major,male,Three Kings
iraqi soldier,male,Three Kings
doc,male,Three Kings
iraqi sargeant,male,Three Kings
iraqi officer,female,Three Kings
shiite man,male,Three Kings
tank iraqi,male,Three Kings
iraqi captain,male,Three Kings
chopper pilots,male,Three Kings
epps,female,Three Kings (Spoils of War)
woods,male,Three Kings (Spoils of War)
president bush,male,Three Kings (Spoils of War)
bush,male,Three Kings (Spoils of War)
jager,male,Three Kings (Spoils of War)
driver,male,Three Kings (Spoils of War)
jaeger,male,Three Kings (Spoils of War)
chief justice,male,Three Kings (Spoils of War)
writer's first draft,female,Three Kings (Spoils of War)
punk,male,Three Men and a Baby
jay's wife,female,Three Men and a Baby
secretary,male,Three Men and a Baby
manager,male,Three Men and a Baby
for educational,female,Three Men and a Baby
jerry's wife,female,Three Men and a Baby
store clerk,female,Three Men and a Baby
businessman,male,Three Men and a Baby
both sailors,male,Three Musketeers
cardinal's guard,male,Three Musketeers
second cavalier,female,Three Musketeers
milady,female,Three Musketeers
richelieu,male,Three Musketeers
cut to:,female,Three Musketeers
first cavalier,female,Three Musketeers
girard,male,Three Musketeers
woman,female,Three Musketeers
farmer,male,Three Musketeers
executioner,male,Three Musketeers
mother,female,Three Musketeers
mogher,female,Three Musketeers
de treville,female,Three Musketeers
porthos,male,Three Musketeers
priest,male,Three Musketeers
innkeeper,female,Three Musketeers
bodyguards,male,Three Musketeers
sailor,female,Three Musketeers
aramis,male,Three Musketeers
biscarat,male,Three Musketeers
seneschal,female,Three Musketeers
jussac,male,Three Musketeers
ferryman,female,Three Musketeers
rochefort,female,Three Musketeers
91.,male,Three Musketeers
barmaid,female,Three Musketeers
damsel,male,Three Musketeers
at distance,female,Three Musketeers
athos,male,Three Musketeers
panhead,female,Thunderbirds
headmaster,male,Thunderbirds
busted,female,Thunderbirds
all,female,Thunderbirds
kyrano,male,Thunderbirds
panhead's mother,female,Thunderbirds
narrator,male,Thunderbirds
lisa lowe,female,Thunderbirds
teacher,female,Thunderbirds
crew member,male,Thunderbirds
excited kid,male,Thunderbirds
onaha,male,Thunderbirds
bridge worker,female,Thunderbirds
sa sherman,male,Thunderheart
intercom,male,Thunderheart
black man,male,Thunderheart
written by,female,Thunderheart
little boy,male,Thunderheart
older rancher,female,Thunderheart
cooch,female,Thunderheart
rancher's son,male,Thunderheart
fourth draft,male,Thunderheart
fence man,male,Thunderheart
white local,male,Thunderheart
couture,female,Thunderheart
agent sherman,male,Thunderheart
fed,male,Thunderheart
sa miles,male,Thunderheart
radio,male,Thunderheart
agent miles,male,Thunderheart
bar man,male,Thunderheart
little girl,female,Thunderheart
caller,male,Thunderheart
recorder,female,Thunderheart
looks twice,female,Thunderheart
chasing hawk,male,Thunderheart
crow horse,female,Thunderheart
truck driver,male,Ticker
bored cop,female,Ticker
booking officer,female,Ticker
bag lady,female,Ticker
swan's voice,male,Ticker
officer,female,Ticker
wino,male,Ticker
dealer,male,Ticker
earring,male,Ticker
fire chief,male,Ticker
beard,male,Ticker
pluchinsky,male,Ticker
boy,male,Ticker
dispatcher voice,female,Ticker
reporter,female,Ticker
knockout,female,Ticker
the girl,female,Ticker
young man,male,Timber Falls
111.,male,Tin Cup
116.,male,Tin Cup
93.,male,Tin Cup
38.,male,Tin Cup
23.,male,Tin Cup
64.,male,Tin Cup
14.,male,Tin Cup
kostis,male,Tin Cup
wider,female,Tin Cup
40.,male,Tin Cup
naked dancer,female,Tin Cup
110.,male,Tin Cup
jacobsen,male,Tin Cup
124.,male,Tin Cup
8.,male,Tin Cup
82.,male,Tin Cup
105.,male,Tin Cup
68.,male,Tin Cup
17.,male,Tin Cup
sammantha,female,Tin Cup
51.,male,Tin Cup
88.,male,Tin Cup
96.,male,Tin Cup
everyone,male,Tin Cup
stadler,male,Tin Cup
122.,male,Tin Cup
summerall,male,Tin Cup
fans,female,Tin Cup
95.,male,Tin Cup
37.,male,Tin Cup
113.,male,Tin Cup
4.,male,Tin Cup
62.,male,Tin Cup
cowboy,male,Tin Cup
nantz,female,Tin Cup
102.,male,Tin Cup
regulars,female,Tin Cup
84.,male,Tin Cup
26.,male,Tin Cup
115.,male,Tin Cup
48.,male,Tin Cup
75.,male,Tin Cup
41.,male,Tin Cup
regulars' pov,male,Tin Cup
129.,male,Tin Cup
5.,male,Tin Cup
55.,male,Tin Cup
42.,male,Tin Cup
46.,male,Tin Cup
87.,male,Tin Cup
107.,male,Tin Cup
9.,male,Tin Cup
70.,male,Tin Cup
85.,male,Tin Cup
132.,male,Tin Cup
39.,male,Tin Cup
11.,male,Tin Cup
65.,male,Tin Cup
73.,male,Tin Cup
77.,male,Tin Cup
100.,male,Tin Cup
venturi,female,Tin Cup
94.,male,Tin Cup
104.,male,Tin Cup
69.,male,Tin Cup
58.,male,Tin Cup
7.,male,Tin Cup
128.,male,Tin Cup
security guard,female,Tin Cup
29.,male,Tin Cup
24.,male,Tin Cup
31.,male,Tin Cup
59.,male,Tin Cup
10.,male,Tin Cup
21.,male,Tin Cup
28.,male,Tin Cup
52.,male,Tin Cup
134.,male,Tin Cup
36.,male,Tin Cup
101.,male,Tin Cup
57.,male,Tin Cup
126.,male,Tin Cup
91.,male,Tin Cup
cop,female,Tin Cup
old man,male,Tin Cup
76.,male,Tin Cup
47.,male,Tin Cup
79.,male,Tin Cup
20.,male,Tin Cup
114.,male,Tin Cup
starter,male,Tin Cup
54.,male,Tin Cup
80.,male,Tin Cup
81.,male,Tin Cup
2.,male,Tin Cup
tin cup,male,Tin Cup
32.,male,Tin Cup
112.,male,Tin Cup
117.,male,Tin Cup
for educational,female,Tin Cup
ben wright,male,Tin Cup
83.,male,Tin Cup
56.,male,Tin Cup
120.,male,Tin Cup
35.,male,Tin Cup
98.,male,Tin Cup
49.,male,Tin Cup
30.,male,Tin Cup
66.,male,Tin Cup
125.,male,Tin Men
111.,male,Tin Men
116.,male,Tin Men
93.,male,Tin Men
22.,male,Tin Men
13.,male,Tin Men
38.,male,Tin Men
140.,male,Tin Men
64.,male,Tin Men
142.,male,Tin Men
14.,male,Tin Men
40.,male,Tin Men
110.,male,Tin Men
109.,male,Tin Men
124.,male,Tin Men
8.,male,Tin Men
25.,male,Tin Men
82.,male,Tin Men
105.,male,Tin Men
68.,male,Tin Men
17.,male,Tin Men
51.,male,Tin Men
99.,male,Tin Men
133.,male,Tin Men
139.,male,Tin Men
45.,male,Tin Men
71.,male,Tin Men
96.,male,Tin Men
33.,male,Tin Men
121.,male,Tin Men
53.,male,Tin Men
122.,male,Tin Men
3.,male,Tin Men
on bb,male,Tin Men
141.,male,Tin Men
156.,male,Tin Men
67.,male,Tin Men
95.,male,Tin Men
37.,male,Tin Men
113.,male,Tin Men
4.,male,Tin Men
147.,male,Tin Men
72.,male,Tin Men
144.,male,Tin Men
102.,male,Tin Men
44.,male,Tin Men
84.,male,Tin Men
15.,male,Tin Men
26.,male,Tin Men
115.,male,Tin Men
149.,male,Tin Men
48.,male,Tin Men
75.,male,Tin Men
41.,male,Tin Men
43.,male,Tin Men
159.,male,Tin Men
106.,male,Tin Men
5.,male,Tin Men
129.,male,Tin Men
19.,male,Tin Men
123.,male,Tin Men
42.,male,Tin Men
92.,male,Tin Men
46.,male,Tin Men
87.,male,Tin Men
145.,male,Tin Men
107.,male,Tin Men
160.,male,Tin Men
16.,male,Tin Men
155.,male,Tin Men
9.,male,Tin Men
70.,male,Tin Men
137.,male,Tin Men
85.,male,Tin Men
132.,male,Tin Men
158.,male,Tin Men
39.,male,Tin Men
11.,male,Tin Men
65.,male,Tin Men
73.,male,Tin Men
77.,male,Tin Men
100.,male,Tin Men
157.,male,Tin Men
94.,male,Tin Men
18.,male,Tin Men
34.,male,Tin Men
104.,male,Tin Men
69.,male,Tin Men
